Utterance,Expected,Predicted,Syntax_OK,Region_OK,Full_OK
Visit related_conflict_car4 or related_conflict_car3,(Or related_conflict_car4 related_conflict_car3),(Or related_conflict_car4 related_conflict_car3),1,1,1
Either related_conflict_car4 or related_conflict_car3 must be reached,(Or related_conflict_car4 related_conflict_car3),(Or related_conflict_car4 related_conflict_car3),1,1,1
At least one of related_conflict_car4 or related_conflict_car3 must occur,(Or related_conflict_car4 related_conflict_car3),(Or related_conflict_car4 related_conflict_car3),1,1,1
Visit related_conflict_car4 and related_conflict_car3,(And related_conflict_car4 related_conflict_car3),(And related_conflict_car4 related_conflict_car3),1,1,1
Both related_conflict_car4 and related_conflict_car3 must be reached,(And related_conflict_car4 related_conflict_car3),(And related_conflict_car4 related_conflict_car3),1,1,1
You must eventually visit both related_conflict_car4 and related_conflict_car3,(And related_conflict_car4 related_conflict_car3),ERROR,1,0,0
"Stay in related_conflict_car4 unless related_conflict_car3 happens, otherwise remain in related_conflict_car4 forever",(WeakUntil related_conflict_car4 related_conflict_car3),(WeakUntil related_conflict_car4 related_conflict_car3),1,1,1
"related_conflict_car4 must hold until related_conflict_car3, or forever if related_conflict_car3 never occurs",(WeakUntil related_conflict_car4 related_conflict_car3),(WeakUntil related_conflict_car4 related_conflict_car3),1,1,1
"Continue in related_conflict_car4 until related_conflict_car3 happens, or stay in related_conflict_car4 always if related_conflict_car3 never does",(WeakUntil related_conflict_car4 related_conflict_car3),(WeakUntil related_conflict_car4 related_conflict_car3),1,1,1
Visit related_conflict_car4 before conflict_car4,(Precedence related_conflict_car4 conflict_car4),(Precedence related_conflict_car4 conflict_car4),1,1,1
conflict_car4 can only occur after related_conflict_car4,(Precedence related_conflict_car4 conflict_car4),(Precedence related_conflict_car4 conflict_car4),1,1,1
"You must reach related_conflict_car4 first, then conflict_car4",(Precedence related_conflict_car4 conflict_car4),(Precedence related_conflict_car4 conflict_car4),1,1,1
conflict_car4 only after related_conflict_car4,(Response related_conflict_car4 conflict_car4),(Response related_conflict_car4 conflict_car4),1,1,1
"After visiting related_conflict_car4, eventually reach conflict_car4",(Response related_conflict_car4 conflict_car4),(Response related_conflict_car4 conflict_car4),1,1,1
"If related_conflict_car4 happens, conflict_car4 must follow",(Response related_conflict_car4 conflict_car4),(Response related_conflict_car4 conflict_car4),1,1,1
"If you visit related_conflict_car4, then you must also reach conflict_car4",(RespondedExistence related_conflict_car4 conflict_car4),(RespondedExistence related_conflict_car4 conflict_car4),1,1,1
Visiting related_conflict_car4 implies eventually visiting conflict_car4,(RespondedExistence related_conflict_car4 conflict_car4),(Response related_conflict_car4 conflict_car4),1,1,0
"Whenever related_conflict_car4 happens, conflict_car4 must also occur",(RespondedExistence related_conflict_car4 conflict_car4),(RespondedExistence related_conflict_car4 conflict_car4),1,1,1
Stay in related_conflict_car4 until reaching conflict_car4,(Until related_conflict_car4 conflict_car4),(Until related_conflict_car4 conflict_car4),1,1,1
related_conflict_car4 must hold true until conflict_car4 occurs,(Until related_conflict_car4 conflict_car4),(Until related_conflict_car4 conflict_car4),1,1,1
Remain in related_conflict_car4 and stop only when conflict_car4 happens,(Until related_conflict_car4 conflict_car4),(WeakUntil related_conflict_car4 conflict_car4),1,1,0
Visit related_conflict_car4 or conflict_car4,(Or related_conflict_car4 conflict_car4),(Or related_conflict_car4 conflict_car4),1,1,1
Either related_conflict_car4 or conflict_car4 must be reached,(Or related_conflict_car4 conflict_car4),(Or related_conflict_car4 conflict_car4),1,1,1
At least one of related_conflict_car4 or conflict_car4 must occur,(Or related_conflict_car4 conflict_car4),(Or related_conflict_car4 conflict_car4),1,1,1
Visit related_conflict_car4 and conflict_car4,(And related_conflict_car4 conflict_car4),(And related_conflict_car4 conflict_car4),1,1,1
Both related_conflict_car4 and conflict_car4 must be reached,(And related_conflict_car4 conflict_car4),(And related_conflict_car4 conflict_car4),1,1,1
You must eventually visit both related_conflict_car4 and conflict_car4,(And related_conflict_car4 conflict_car4),ERROR,1,0,0
"Stay in related_conflict_car4 unless conflict_car4 happens, otherwise remain in related_conflict_car4 forever",(WeakUntil related_conflict_car4 conflict_car4),(WeakUntil related_conflict_car4 conflict_car4),1,1,1
"related_conflict_car4 must hold until conflict_car4, or forever if conflict_car4 never occurs",(WeakUntil related_conflict_car4 conflict_car4),(WeakUntil related_conflict_car4 conflict_car4),1,1,1
"Continue in related_conflict_car4 until conflict_car4 happens, or stay in related_conflict_car4 always if conflict_car4 never does",(WeakUntil related_conflict_car4 conflict_car4),(WeakUntil related_conflict_car4 conflict_car4),1,1,1
Visit related_conflict_car4 before road_car4,(Precedence related_conflict_car4 road_car4),(Precedence related_conflict_car4 road_car4),1,1,1
road_car4 can only occur after related_conflict_car4,(Precedence related_conflict_car4 road_car4),(Precedence related_conflict_car4 road_car4),1,1,1
"You must reach related_conflict_car4 first, then road_car4",(Precedence related_conflict_car4 road_car4),(Precedence related_conflict_car4 road_car4),1,1,1
road_car4 only after related_conflict_car4,(Response related_conflict_car4 road_car4),(Precedence related_conflict_car4 road_car4),1,1,0
"After visiting related_conflict_car4, eventually reach road_car4",(Response related_conflict_car4 road_car4),(Response related_conflict_car4 road_car4),1,1,1
"If related_conflict_car4 happens, road_car4 must follow",(Response related_conflict_car4 road_car4),(Response related_conflict_car4 road_car4),1,1,1
"If you visit related_conflict_car4, then you must also reach road_car4",(RespondedExistence related_conflict_car4 road_car4),(RespondedExistence related_conflict_car4 road_car4),1,1,1
Visiting related_conflict_car4 implies eventually visiting road_car4,(RespondedExistence related_conflict_car4 road_car4),(Response related_conflict_car4 road_car4),1,1,0
"Whenever related_conflict_car4 happens, road_car4 must also occur",(RespondedExistence related_conflict_car4 road_car4),(RespondedExistence related_conflict_car4 road_car4),1,1,1
Stay in related_conflict_car4 until reaching road_car4,(Until related_conflict_car4 road_car4),(Until related_conflict_car4 road_car4),1,1,1
related_conflict_car4 must hold true until road_car4 occurs,(Until related_conflict_car4 road_car4),(Until related_conflict_car4 road_car4),1,1,1
Remain in related_conflict_car4 and stop only when road_car4 happens,(Until related_conflict_car4 road_car4),(Until related_conflict_car4 road_car4),1,1,1
Visit related_conflict_car4 or road_car4,(Or related_conflict_car4 road_car4),(Or related_conflict_car4 road_car4),1,1,1
Either related_conflict_car4 or road_car4 must be reached,(Or related_conflict_car4 road_car4),(Or related_conflict_car4 road_car4),1,1,1
At least one of related_conflict_car4 or road_car4 must occur,(Or related_conflict_car4 road_car4),(Or related_conflict_car4 road_car4),1,1,1
Visit related_conflict_car4 and road_car4,(And related_conflict_car4 road_car4),(And related_conflict_car4 road_car4),1,1,1
Both related_conflict_car4 and road_car4 must be reached,(And related_conflict_car4 road_car4),(And related_conflict_car4 road_car4),1,1,1
You must eventually visit both related_conflict_car4 and road_car4,(And related_conflict_car4 road_car4),ERROR,1,0,0
"Stay in related_conflict_car4 unless road_car4 happens, otherwise remain in related_conflict_car4 forever",(WeakUntil related_conflict_car4 road_car4),(WeakUntil related_conflict_car4 road_car4),1,1,1
"related_conflict_car4 must hold until road_car4, or forever if road_car4 never occurs",(WeakUntil related_conflict_car4 road_car4),(WeakUntil related_conflict_car4 road_car4),1,1,1
"Continue in related_conflict_car4 until road_car4 happens, or stay in related_conflict_car4 always if road_car4 never does",(WeakUntil related_conflict_car4 road_car4),(WeakUntil related_conflict_car4 road_car4),1,1,1
Visit related_conflict_car4 before conflict_car5,(Precedence related_conflict_car4 conflict_car5),(Precedence related_conflict_car4 conflict_car5),1,1,1
conflict_car5 can only occur after related_conflict_car4,(Precedence related_conflict_car4 conflict_car5),(Precedence related_conflict_car4 conflict_car5),1,1,1
"You must reach related_conflict_car4 first, then conflict_car5",(Precedence related_conflict_car4 conflict_car5),(Precedence related_conflict_car4 conflict_car5),1,1,1
conflict_car5 only after related_conflict_car4,(Response related_conflict_car4 conflict_car5),(Precedence related_conflict_car4 conflict_car5),1,1,0
"After visiting related_conflict_car4, eventually reach conflict_car5",(Response related_conflict_car4 conflict_car5),(Response related_conflict_car4 conflict_car5),1,1,1
"If related_conflict_car4 happens, conflict_car5 must follow",(Response related_conflict_car4 conflict_car5),(Response related_conflict_car4 conflict_car5),1,1,1
"If you visit related_conflict_car4, then you must also reach conflict_car5",(RespondedExistence related_conflict_car4 conflict_car5),(RespondedExistence related_conflict_car4 conflict_car5),1,1,1
Visiting related_conflict_car4 implies eventually visiting conflict_car5,(RespondedExistence related_conflict_car4 conflict_car5),(Response related_conflict_car4 conflict_car5),1,1,0
"Whenever related_conflict_car4 happens, conflict_car5 must also occur",(RespondedExistence related_conflict_car4 conflict_car5),(RespondedExistence related_conflict_car4 conflict_car5),1,1,1
Stay in related_conflict_car4 until reaching conflict_car5,(Until related_conflict_car4 conflict_car5),(Until related_conflict_car4 conflict_car5),1,1,1
related_conflict_car4 must hold true until conflict_car5 occurs,(Until related_conflict_car4 conflict_car5),(Until related_conflict_car4 conflict_car5),1,1,1
Remain in related_conflict_car4 and stop only when conflict_car5 happens,(Until related_conflict_car4 conflict_car5),(WeakUntil related_conflict_car4 conflict_car5),1,1,0
Visit related_conflict_car4 or conflict_car5,(Or related_conflict_car4 conflict_car5),(Or related_conflict_car4 conflict_car5),1,1,1
Either related_conflict_car4 or conflict_car5 must be reached,(Or related_conflict_car4 conflict_car5),(Or related_conflict_car4 conflict_car5),1,1,1
At least one of related_conflict_car4 or conflict_car5 must occur,(Or related_conflict_car4 conflict_car5),(Or related_conflict_car4 conflict_car5),1,1,1
Visit related_conflict_car4 and conflict_car5,(And related_conflict_car4 conflict_car5),(And related_conflict_car4 conflict_car5),1,1,1
Both related_conflict_car4 and conflict_car5 must be reached,(And related_conflict_car4 conflict_car5),(And related_conflict_car4 conflict_car5),1,1,1
You must eventually visit both related_conflict_car4 and conflict_car5,(And related_conflict_car4 conflict_car5),ERROR,1,0,0
"Stay in related_conflict_car4 unless conflict_car5 happens, otherwise remain in related_conflict_car4 forever",(WeakUntil related_conflict_car4 conflict_car5),(WeakUntil related_conflict_car4 conflict_car5),1,1,1
"related_conflict_car4 must hold until conflict_car5, or forever if conflict_car5 never occurs",(WeakUntil related_conflict_car4 conflict_car5),(WeakUntil related_conflict_car4 conflict_car5),1,1,1
"Continue in related_conflict_car4 until conflict_car5 happens, or stay in related_conflict_car4 always if conflict_car5 never does",(WeakUntil related_conflict_car4 conflict_car5),(WeakUntil related_conflict_car4 conflict_car5),1,1,1
Visit related_conflict_car4 before road_car5,(Precedence related_conflict_car4 road_car5),(Precedence related_conflict_car4 road_car5),1,1,1
road_car5 can only occur after related_conflict_car4,(Precedence related_conflict_car4 road_car5),(Precedence related_conflict_car4 road_car5),1,1,1
"You must reach related_conflict_car4 first, then road_car5",(Precedence related_conflict_car4 road_car5),(Precedence related_conflict_car4 road_car5),1,1,1
road_car5 only after related_conflict_car4,(Response related_conflict_car4 road_car5),(Precedence related_conflict_car4 road_car5),1,1,0
"After visiting related_conflict_car4, eventually reach road_car5",(Response related_conflict_car4 road_car5),(Response related_conflict_car4 road_car5),1,1,1
"If related_conflict_car4 happens, road_car5 must follow",(Response related_conflict_car4 road_car5),(Response related_conflict_car4 road_car5),1,1,1
"If you visit related_conflict_car4, then you must also reach road_car5",(RespondedExistence related_conflict_car4 road_car5),(RespondedExistence related_conflict_car4 road_car5),1,1,1
Visiting related_conflict_car4 implies eventually visiting road_car5,(RespondedExistence related_conflict_car4 road_car5),(Response related_conflict_car4 road_car5),1,1,0
"Whenever related_conflict_car4 happens, road_car5 must also occur",(RespondedExistence related_conflict_car4 road_car5),(RespondedExistence related_conflict_car4 road_car5),1,1,1
Stay in related_conflict_car4 until reaching road_car5,(Until related_conflict_car4 road_car5),(Until related_conflict_car4 road_car5),1,1,1
related_conflict_car4 must hold true until road_car5 occurs,(Until related_conflict_car4 road_car5),(Until related_conflict_car4 road_car5),1,1,1
Remain in related_conflict_car4 and stop only when road_car5 happens,(Until related_conflict_car4 road_car5),(Until related_conflict_car4 road_car5),1,1,1
Visit related_conflict_car4 or road_car5,(Or related_conflict_car4 road_car5),(Or related_conflict_car4 road_car5),1,1,1
Either related_conflict_car4 or road_car5 must be reached,(Or related_conflict_car4 road_car5),(Or related_conflict_car4 road_car5),1,1,1
At least one of related_conflict_car4 or road_car5 must occur,(Or related_conflict_car4 road_car5),(Or related_conflict_car4 road_car5),1,1,1
Visit related_conflict_car4 and road_car5,(And related_conflict_car4 road_car5),(And related_conflict_car4 road_car5),1,1,1
Both related_conflict_car4 and road_car5 must be reached,(And related_conflict_car4 road_car5),(And related_conflict_car4 road_car5),1,1,1
You must eventually visit both related_conflict_car4 and road_car5,(And related_conflict_car4 road_car5),ERROR,1,0,0
"Stay in related_conflict_car4 unless road_car5 happens, otherwise remain in related_conflict_car4 forever",(WeakUntil related_conflict_car4 road_car5),(WeakUntil related_conflict_car4 road_car5),1,1,1
"related_conflict_car4 must hold until road_car5, or forever if road_car5 never occurs",(WeakUntil related_conflict_car4 road_car5),(WeakUntil related_conflict_car4 road_car5),1,1,1
"Continue in related_conflict_car4 until road_car5 happens, or stay in related_conflict_car4 always if road_car5 never does",(WeakUntil related_conflict_car4 road_car5),(WeakUntil related_conflict_car4 road_car5),1,1,1
Visit related_conflict_car4 before related_conflict_car5,(Precedence related_conflict_car4 related_conflict_car5),(Precedence related_conflict_car4 related_conflict_car5),1,1,1
related_conflict_car5 can only occur after related_conflict_car4,(Precedence related_conflict_car4 related_conflict_car5),(Precedence related_conflict_car4 related_conflict_car5),1,1,1
"You must reach related_conflict_car4 first, then related_conflict_car5",(Precedence related_conflict_car4 related_conflict_car5),(Precedence related_conflict_car4 related_conflict_car5),1,1,1
related_conflict_car5 only after related_conflict_car4,(Response related_conflict_car4 related_conflict_car5),(Response related_conflict_car4 related_conflict_car5),1,1,1
"After visiting related_conflict_car4, eventually reach related_conflict_car5",(Response related_conflict_car4 related_conflict_car5),(Response related_conflict_car4 related_conflict_car5),1,1,1
"If related_conflict_car4 happens, related_conflict_car5 must follow",(Response related_conflict_car4 related_conflict_car5),(Response related_conflict_car4 related_conflict_car5),1,1,1
"If you visit related_conflict_car4, then you must also reach related_conflict_car5",(RespondedExistence related_conflict_car4 related_conflict_car5),(RespondedExistence related_conflict_car4 related_conflict_car5),1,1,1
Visiting related_conflict_car4 implies eventually visiting related_conflict_car5,(RespondedExistence related_conflict_car4 related_conflict_car5),(Response related_conflict_car4 related_conflict_car5),1,1,0
"Whenever related_conflict_car4 happens, related_conflict_car5 must also occur",(RespondedExistence related_conflict_car4 related_conflict_car5),(RespondedExistence related_conflict_car4 related_conflict_car5),1,1,1
Stay in related_conflict_car4 until reaching related_conflict_car5,(Until related_conflict_car4 related_conflict_car5),(Until related_conflict_car4 related_conflict_car5),1,1,1
related_conflict_car4 must hold true until related_conflict_car5 occurs,(Until related_conflict_car4 related_conflict_car5),(Until related_conflict_car4 related_conflict_car5),1,1,1
Remain in related_conflict_car4 and stop only when related_conflict_car5 happens,(Until related_conflict_car4 related_conflict_car5),(WeakUntil related_conflict_car4 related_conflict_car5),1,1,0
Visit related_conflict_car4 or related_conflict_car5,(Or related_conflict_car4 related_conflict_car5),(Or related_conflict_car4 related_conflict_car5),1,1,1
Either related_conflict_car4 or related_conflict_car5 must be reached,(Or related_conflict_car4 related_conflict_car5),(Or related_conflict_car4 related_conflict_car5),1,1,1
At least one of related_conflict_car4 or related_conflict_car5 must occur,(Or related_conflict_car4 related_conflict_car5),(Or related_conflict_car4 related_conflict_car5),1,1,1
Visit related_conflict_car4 and related_conflict_car5,(And related_conflict_car4 related_conflict_car5),(And related_conflict_car4 related_conflict_car5),1,1,1
Both related_conflict_car4 and related_conflict_car5 must be reached,(And related_conflict_car4 related_conflict_car5),(And related_conflict_car4 related_conflict_car5),1,1,1
You must eventually visit both related_conflict_car4 and related_conflict_car5,(And related_conflict_car4 related_conflict_car5),ERROR,1,0,0
"Stay in related_conflict_car4 unless related_conflict_car5 happens, otherwise remain in related_conflict_car4 forever",(WeakUntil related_conflict_car4 related_conflict_car5),(WeakUntil related_conflict_car4 related_conflict_car5),1,1,1
"related_conflict_car4 must hold until related_conflict_car5, or forever if related_conflict_car5 never occurs",(WeakUntil related_conflict_car4 related_conflict_car5),(WeakUntil related_conflict_car4 related_conflict_car5),1,1,1
"Continue in related_conflict_car4 until related_conflict_car5 happens, or stay in related_conflict_car4 always if related_conflict_car5 never does",(WeakUntil related_conflict_car4 related_conflict_car5),(WeakUntil related_conflict_car4 related_conflict_car5),1,1,1
Visit conflict_car5 before exit,(Precedence conflict_car5 exit),(Precedence conflict_car5 exit),1,1,1
exit can only occur after conflict_car5,(Precedence conflict_car5 exit),(Precedence conflict_car5 exit),1,1,1
"You must reach conflict_car5 first, then exit",(Precedence conflict_car5 exit),(Precedence conflict_car5 exit),1,1,1
exit only after conflict_car5,(Response conflict_car5 exit),(Response conflict_car5 exit),1,1,1
"After visiting conflict_car5, eventually reach exit",(Response conflict_car5 exit),(Response conflict_car5 exit),1,1,1
"If conflict_car5 happens, exit must follow",(Response conflict_car5 exit),(Response conflict_car5 exit),1,1,1
"If you visit conflict_car5, then you must also reach exit",(RespondedExistence conflict_car5 exit),(RespondedExistence conflict_car5 exit),1,1,1
Visiting conflict_car5 implies eventually visiting exit,(RespondedExistence conflict_car5 exit),(Response conflict_car5 exit),1,1,0
"Whenever conflict_car5 happens, exit must also occur",(RespondedExistence conflict_car5 exit),(RespondedExistence conflict_car5 exit),1,1,1
Stay in conflict_car5 until reaching exit,(Until conflict_car5 exit),(Until conflict_car5 exit),1,1,1
conflict_car5 must hold true until exit occurs,(Until conflict_car5 exit),(Until conflict_car5 exit),1,1,1
Remain in conflict_car5 and stop only when exit happens,(Until conflict_car5 exit),(Until conflict_car5 exit),1,1,1
Visit conflict_car5 or exit,(Or conflict_car5 exit),(Or conflict_car5 exit),1,1,1
Either conflict_car5 or exit must be reached,(Or conflict_car5 exit),(Or conflict_car5 exit),1,1,1
At least one of conflict_car5 or exit must occur,(Or conflict_car5 exit),(Or conflict_car5 exit),1,1,1
Visit conflict_car5 and exit,(And conflict_car5 exit),(And conflict_car5 exit),1,1,1
Both conflict_car5 and exit must be reached,(And conflict_car5 exit),(And conflict_car5 exit),1,1,1
You must eventually visit both conflict_car5 and exit,(And conflict_car5 exit),ERROR,1,0,0
"Stay in conflict_car5 unless exit happens, otherwise remain in conflict_car5 forever",(WeakUntil conflict_car5 exit),(WeakUntil conflict_car5 exit),1,1,1
"conflict_car5 must hold until exit, or forever if exit never occurs",(WeakUntil conflict_car5 exit),(WeakUntil conflict_car5 exit),1,1,1
"Continue in conflict_car5 until exit happens, or stay in conflict_car5 always if exit never does",(WeakUntil conflict_car5 exit),(WeakUntil conflict_car5 exit),1,1,1
Visit conflict_car5 before road_car1,(Precedence conflict_car5 road_car1),(Precedence conflict_car5 road_car1),1,1,1
road_car1 can only occur after conflict_car5,(Precedence conflict_car5 road_car1),(Precedence conflict_car5 road_car1),1,1,1
"You must reach conflict_car5 first, then road_car1",(Precedence conflict_car5 road_car1),(Precedence conflict_car5 road_car1),1,1,1
road_car1 only after conflict_car5,(Response conflict_car5 road_car1),(Response conflict_car5 road_car1),1,1,1
"After visiting conflict_car5, eventually reach road_car1",(Response conflict_car5 road_car1),(Response conflict_car5 road_car1),1,1,1
"If conflict_car5 happens, road_car1 must follow",(Response conflict_car5 road_car1),(Response conflict_car5 road_car1),1,1,1
"If you visit conflict_car5, then you must also reach road_car1",(RespondedExistence conflict_car5 road_car1),(RespondedExistence conflict_car5 road_car1),1,1,1
Visiting conflict_car5 implies eventually visiting road_car1,(RespondedExistence conflict_car5 road_car1),(Response conflict_car5 road_car1),1,1,0
"Whenever conflict_car5 happens, road_car1 must also occur",(RespondedExistence conflict_car5 road_car1),(RespondedExistence conflict_car5 road_car1),1,1,1
Stay in conflict_car5 until reaching road_car1,(Until conflict_car5 road_car1),(Until conflict_car5 road_car1),1,1,1
conflict_car5 must hold true until road_car1 occurs,(Until conflict_car5 road_car1),(Until conflict_car5 road_car1),1,1,1
Remain in conflict_car5 and stop only when road_car1 happens,(Until conflict_car5 road_car1),(WeakUntil conflict_car5 road_car1),1,1,0
Visit conflict_car5 or road_car1,(Or conflict_car5 road_car1),(Or conflict_car5 road_car1),1,1,1
Either conflict_car5 or road_car1 must be reached,(Or conflict_car5 road_car1),(Or conflict_car5 road_car1),1,1,1
At least one of conflict_car5 or road_car1 must occur,(Or conflict_car5 road_car1),(Or conflict_car5 road_car1),1,1,1
Visit conflict_car5 and road_car1,(And conflict_car5 road_car1),(And conflict_car5 road_car1),1,1,1
Both conflict_car5 and road_car1 must be reached,(And conflict_car5 road_car1),(And conflict_car5 road_car1),1,1,1
You must eventually visit both conflict_car5 and road_car1,(And conflict_car5 road_car1),ERROR,1,0,0
"Stay in conflict_car5 unless road_car1 happens, otherwise remain in conflict_car5 forever",(WeakUntil conflict_car5 road_car1),(WeakUntil conflict_car5 road_car1),1,1,1
"conflict_car5 must hold until road_car1, or forever if road_car1 never occurs",(WeakUntil conflict_car5 road_car1),(WeakUntil conflict_car5 road_car1),1,1,1
"Continue in conflict_car5 until road_car1 happens, or stay in conflict_car5 always if road_car1 never does",(WeakUntil conflict_car5 road_car1),(WeakUntil conflict_car5 road_car1),1,1,1
Visit conflict_car5 before conflict_car2,(Precedence conflict_car5 conflict_car2),(Precedence conflict_car5 conflict_car2),1,1,1
conflict_car2 can only occur after conflict_car5,(Precedence conflict_car5 conflict_car2),(Precedence conflict_car5 conflict_car2),1,1,1
"You must reach conflict_car5 first, then conflict_car2",(Precedence conflict_car5 conflict_car2),(Precedence conflict_car5 conflict_car2),1,1,1
conflict_car2 only after conflict_car5,(Response conflict_car5 conflict_car2),(Precedence conflict_car5 conflict_car2),1,1,0
"After visiting conflict_car5, eventually reach conflict_car2",(Response conflict_car5 conflict_car2),(Response conflict_car5 conflict_car2),1,1,1
"If conflict_car5 happens, conflict_car2 must follow",(Response conflict_car5 conflict_car2),(Response conflict_car5 conflict_car2),1,1,1
"If you visit conflict_car5, then you must also reach conflict_car2",(RespondedExistence conflict_car5 conflict_car2),(RespondedExistence conflict_car5 conflict_car2),1,1,1
Visiting conflict_car5 implies eventually visiting conflict_car2,(RespondedExistence conflict_car5 conflict_car2),(Response conflict_car5 conflict_car2),1,1,0
"Whenever conflict_car5 happens, conflict_car2 must also occur",(RespondedExistence conflict_car5 conflict_car2),(RespondedExistence conflict_car5 conflict_car2),1,1,1
Stay in conflict_car5 until reaching conflict_car2,(Until conflict_car5 conflict_car2),(Until conflict_car5 conflict_car2),1,1,1
conflict_car5 must hold true until conflict_car2 occurs,(Until conflict_car5 conflict_car2),(Until conflict_car5 conflict_car2),1,1,1
Remain in conflict_car5 and stop only when conflict_car2 happens,(Until conflict_car5 conflict_car2),(Until conflict_car5 conflict_car2),1,1,1
Visit conflict_car5 or conflict_car2,(Or conflict_car5 conflict_car2),(Or conflict_car5 conflict_car2),1,1,1
Either conflict_car5 or conflict_car2 must be reached,(Or conflict_car5 conflict_car2),(Or conflict_car5 conflict_car2),1,1,1
At least one of conflict_car5 or conflict_car2 must occur,(Or conflict_car5 conflict_car2),(Or conflict_car5 conflict_car2),1,1,1
Visit conflict_car5 and conflict_car2,(And conflict_car5 conflict_car2),(And conflict_car5 conflict_car2),1,1,1
Both conflict_car5 and conflict_car2 must be reached,(And conflict_car5 conflict_car2),(And conflict_car5 conflict_car2),1,1,1
You must eventually visit both conflict_car5 and conflict_car2,(And conflict_car5 conflict_car2),ERROR,1,0,0
"Stay in conflict_car5 unless conflict_car2 happens, otherwise remain in conflict_car5 forever",(WeakUntil conflict_car5 conflict_car2),(WeakUntil conflict_car5 conflict_car2),1,1,1
"conflict_car5 must hold until conflict_car2, or forever if conflict_car2 never occurs",(WeakUntil conflict_car5 conflict_car2),(WeakUntil conflict_car5 conflict_car2),1,1,1
"Continue in conflict_car5 until conflict_car2 happens, or stay in conflict_car5 always if conflict_car2 never does",(WeakUntil conflict_car5 conflict_car2),(WeakUntil conflict_car5 conflict_car2),1,1,1
Visit conflict_car5 before road_car2,(Precedence conflict_car5 road_car2),(Precedence conflict_car5 road_car2),1,1,1
road_car2 can only occur after conflict_car5,(Precedence conflict_car5 road_car2),(Precedence conflict_car5 road_car2),1,1,1
"You must reach conflict_car5 first, then road_car2",(Precedence conflict_car5 road_car2),(Precedence conflict_car5 road_car2),1,1,1
road_car2 only after conflict_car5,(Response conflict_car5 road_car2),(Precedence conflict_car5 road_car2),1,1,0
"After visiting conflict_car5, eventually reach road_car2",(Response conflict_car5 road_car2),(Response conflict_car5 road_car2),1,1,1
"If conflict_car5 happens, road_car2 must follow",(Response conflict_car5 road_car2),(Response conflict_car5 road_car2),1,1,1
"If you visit conflict_car5, then you must also reach road_car2",(RespondedExistence conflict_car5 road_car2),(RespondedExistence conflict_car5 road_car2),1,1,1
Visiting conflict_car5 implies eventually visiting road_car2,(RespondedExistence conflict_car5 road_car2),(Response conflict_car5 road_car2),1,1,0
"Whenever conflict_car5 happens, road_car2 must also occur",(RespondedExistence conflict_car5 road_car2),(RespondedExistence conflict_car5 road_car2),1,1,1
Stay in conflict_car5 until reaching road_car2,(Until conflict_car5 road_car2),(Until conflict_car5 road_car2),1,1,1
conflict_car5 must hold true until road_car2 occurs,(Until conflict_car5 road_car2),(Until conflict_car5 road_car2),1,1,1
Remain in conflict_car5 and stop only when road_car2 happens,(Until conflict_car5 road_car2),(Until conflict_car5 road_car2),1,1,1
Visit conflict_car5 or road_car2,(Or conflict_car5 road_car2),(Or conflict_car5 road_car2),1,1,1
Either conflict_car5 or road_car2 must be reached,(Or conflict_car5 road_car2),(Or conflict_car5 road_car2),1,1,1
At least one of conflict_car5 or road_car2 must occur,(Or conflict_car5 road_car2),(Or conflict_car5 road_car2),1,1,1
Visit conflict_car5 and road_car2,(And conflict_car5 road_car2),(And conflict_car5 road_car2),1,1,1
Both conflict_car5 and road_car2 must be reached,(And conflict_car5 road_car2),(And conflict_car5 road_car2),1,1,1
You must eventually visit both conflict_car5 and road_car2,(And conflict_car5 road_car2),ERROR,1,0,0
"Stay in conflict_car5 unless road_car2 happens, otherwise remain in conflict_car5 forever",(WeakUntil conflict_car5 road_car2),(WeakUntil conflict_car5 road_car2),1,1,1
"conflict_car5 must hold until road_car2, or forever if road_car2 never occurs",(WeakUntil conflict_car5 road_car2),(WeakUntil conflict_car5 road_car2),1,1,1
"Continue in conflict_car5 until road_car2 happens, or stay in conflict_car5 always if road_car2 never does",(WeakUntil conflict_car5 road_car2),(WeakUntil conflict_car5 road_car2),1,1,1
Visit conflict_car5 before related_conflict_car2,(Precedence conflict_car5 related_conflict_car2),(Precedence conflict_car5 related_conflict_car2),1,1,1
related_conflict_car2 can only occur after conflict_car5,(Precedence conflict_car5 related_conflict_car2),(Precedence conflict_car5 related_conflict_car2),1,1,1
"You must reach conflict_car5 first, then related_conflict_car2",(Precedence conflict_car5 related_conflict_car2),(Precedence conflict_car5 related_conflict_car2),1,1,1
related_conflict_car2 only after conflict_car5,(Response conflict_car5 related_conflict_car2),(Response conflict_car5 related_conflict_car2),1,1,1
"After visiting conflict_car5, eventually reach related_conflict_car2",(Response conflict_car5 related_conflict_car2),(Response conflict_car5 related_conflict_car2),1,1,1
"If conflict_car5 happens, related_conflict_car2 must follow",(Response conflict_car5 related_conflict_car2),(Response conflict_car5 related_conflict_car2),1,1,1
"If you visit conflict_car5, then you must also reach related_conflict_car2",(RespondedExistence conflict_car5 related_conflict_car2),(RespondedExistence conflict_car5 related_conflict_car2),1,1,1
Visiting conflict_car5 implies eventually visiting related_conflict_car2,(RespondedExistence conflict_car5 related_conflict_car2),(Response conflict_car5 related_conflict_car2),1,1,0
